id,name,component,tagName,automationPriority,selectorPriority,recommendedSelector,hasTestAttrs,identifierScore,filePath,testAttributes
simple-react-ecommerce_src_components_Cart_element_h1_0da8piy2x,⚠️ NEEDS_SEMANTIC_SELECTOR: h1,Cart,h1,medium,never,⚠️ NEEDS_SEMANTIC_SELECTOR: h1,False,0,/home/pauljcoles/code/cats/ecom/simple-react-ecommerce/src/components/Cart.tsx,
simple-react-ecommerce_src_components_Cart_element_span_19n7ku0ze,"[data-testid=""span-confirm""]",Cart,span,high,good,"[data-testid=""span-confirm""]",True,10,/home/pauljcoles/code/cats/ecom/simple-react-ecommerce/src/components/Cart.tsx,data-test
simple-react-ecommerce_src_components_Cart_element_div_70h8p8oym,"[data-testid=""div-prop_text""]",Cart,div,high,good,"[data-testid=""div-prop_text""]",True,10,/home/pauljcoles/code/cats/ecom/simple-react-ecommerce/src/components/Cart.tsx,data-test
simple-react-ecommerce_src_components_Cart_element_h3_x2am1wvlq,⚠️ NEEDS_SEMANTIC_SELECTOR: h3,Cart,h3,medium,never,⚠️ NEEDS_SEMANTIC_SELECTOR: h3,False,0,/home/pauljcoles/code/cats/ecom/simple-react-ecommerce/src/components/Cart.tsx,
simple-react-ecommerce_src_components_Cart_element_h2_kvx5kcq0k,⚠️ NEEDS_SEMANTIC_SELECTOR: h2,Cart,h2,medium,never,⚠️ NEEDS_SEMANTIC_SELECTOR: h2,False,0,/home/pauljcoles/code/cats/ecom/simple-react-ecommerce/src/components/Cart.tsx,
simple-react-ecommerce_src_components_Cart_element_h2_utc2vj94t,⚠️ NEEDS_SEMANTIC_SELECTOR: h2,Cart,h2,medium,never,⚠️ NEEDS_SEMANTIC_SELECTOR: h2,False,0,/home/pauljcoles/code/cats/ecom/simple-react-ecommerce/src/components/Cart.tsx,
simple-react-ecommerce_src_components_Cart_element_button_v5ivvmlw0,button=CHECKOUT,Cart,button,high,always,button=CHECKOUT,True,13,/home/pauljcoles/code/cats/ecom/simple-react-ecommerce/src/components/Cart.tsx,data-test
simple-react-ecommerce_src_components_BannerPopup_element_button_9ileu1foi,button=✖,BannerPopup,button,high,always,button=✖,False,0,/home/pauljcoles/code/cats/ecom/simple-react-ecommerce/src/components/BannerPopup.tsx,
simple-react-ecommerce_src_components_Banner_element_h1_svin5oqrg,⚠️ NEEDS_SEMANTIC_SELECTOR: h1,Banner,h1,medium,never,⚠️ NEEDS_SEMANTIC_SELECTOR: h1,False,0,/home/pauljcoles/code/cats/ecom/simple-react-ecommerce/src/components/Banner.tsx,
simple-react-ecommerce_src_components_Banner_element_h2_ef8mros6n,⚠️ NEEDS_SEMANTIC_SELECTOR: h2,Banner,h2,medium,never,⚠️ NEEDS_SEMANTIC_SELECTOR: h2,False,0,/home/pauljcoles/code/cats/ecom/simple-react-ecommerce/src/components/Banner.tsx,
